year,state_po,check,official,ours,diff,rel,n_counties,status
2016,IA,cand:Clinton,653669,653669,0,0,NA,ok (<0.05%)
2016,IA,cand:Trump,800983,800983,0,0,NA,ok (<0.05%)
2016,ID,cand:Clinton,189765,189765,0,0,NA,ok (<0.05%)
2016,ID,cand:Trump,409055,409055,0,0,NA,ok (<0.05%)
2016,IL,cand:Clinton,3090729,3090729,0,0,NA,ok (<0.05%)
2016,IL,cand:Trump,2146015,2146015,0,0,NA,ok (<0.05%)
2016,IN,cand:Clinton,1033126,1033126,0,0,NA,ok (<0.05%)
2016,IN,cand:Trump,1557286,1557286,0,0,NA,ok (<0.05%)
2016,KS,cand:Clinton,427005,427005,0,0,NA,ok (<0.05%)
2016,KS,cand:Trump,671018,671018,0,0,NA,ok (<0.05%)
2016,KY,cand:Clinton,628854,628854,0,0,NA,ok (<0.05%)
2016,KY,cand:Trump,1202971,1202971,0,0,NA,ok (<0.05%)
2016,LA,cand:Clinton,780154,780154,0,0,NA,ok (<0.05%)
2016,LA,cand:Trump,1178638,1178638,0,0,NA,ok (<0.05%)
2016,MA,cand:Clinton,1995196,1995196,0,0,NA,ok (<0.05%)
2016,MA,cand:Trump,1090893,1090893,0,0,NA,ok (<0.05%)
2016,MD,cand:Clinton,1677928,1677928,0,0,NA,ok (<0.05%)
2016,MD,cand:Trump,943169,943169,0,0,NA,ok (<0.05%)
2016,ME,cand:Clinton,357735,354718,-3017,-0.008433617062909696,NA,check (0.5-2%)
2016,ME,cand:Trump,335593,334945,-648,-0.0019309103586785184,NA,small (<0.5%)
2016,MI,cand:Clinton,2268839,2268839,0,0,NA,ok (<0.05%)
2016,MI,cand:Trump,2279543,2279543,0,0,NA,ok (<0.05%)
2016,MN,cand:Trump,1322951,1322951,0,0,NA,ok (<0.05%)
2016,MO,cand:Clinton,1071068,1071068,0,0,NA,ok (<0.05%)
2016,MO,cand:Trump,1594511,1594511,0,0,NA,ok (<0.05%)
2016,MS,cand:Clinton,485131,485131,0,0,NA,ok (<0.05%)
2016,MS,cand:Trump,700714,700714,0,0,NA,ok (<0.05%)
2016,MT,cand:Clinton,177709,177709,0,0,NA,ok (<0.05%)
2016,MT,cand:Trump,279240,279240,0,0,NA,ok (<0.05%)
2016,NC,cand:Clinton,2189316,2189316,0,0,NA,ok (<0.05%)
2016,NC,cand:Trump,2362631,2362631,0,0,NA,ok (<0.05%)
2016,ND,cand:Trump,216794,216794,0,0,NA,ok (<0.05%)
2016,NE,cand:Clinton,284494,284494,0,0,NA,ok (<0.05%)
2016,NE,cand:Trump,495961,495961,0,0,NA,ok (<0.05%)
2016,NH,cand:Clinton,348526,348526,0,0,NA,ok (<0.05%)
2016,NH,cand:Trump,345790,345790,0,0,NA,ok (<0.05%)
2016,NJ,cand:Clinton,2148278,2148278,0,0,NA,ok (<0.05%)
2016,NJ,cand:Trump,1601933,1601933,0,0,NA,ok (<0.05%)
2016,NM,cand:Clinton,385234,385234,0,0,NA,ok (<0.05%)
2016,NM,cand:Trump,319667,319667,0,0,NA,ok (<0.05%)
2016,NV,cand:Clinton,539260,539260,0,0,NA,ok (<0.05%)
2016,NV,cand:Trump,512058,512058,0,0,NA,ok (<0.05%)
2016,NY,cand:Clinton,4556118,4547562,-8556,-0.0018779144877283688,NA,small (<0.5%)
2016,NY,cand:Trump,2819533,2814589,-4944,-0.0017534818709339455,NA,small (<0.5%)
2016,OH,cand:Clinton,2394164,2394164,0,0,NA,ok (<0.05%)
2016,OH,cand:Trump,2841005,2841005,0,0,NA,ok (<0.05%)
2016,OK,cand:Clinton,420375,420375,0,0,NA,ok (<0.05%)
2016,OK,cand:Trump,949136,949136,0,0,NA,ok (<0.05%)
2016,OR,cand:Clinton,1002106,1002106,0,0,NA,ok (<0.05%)
2016,OR,cand:Trump,782403,782403,0,0,NA,ok (<0.05%)
2016,PA,cand:Clinton,2926441,2926441,0,0,NA,ok (<0.05%)
2016,PA,cand:Trump,2970733,2970733,0,0,NA,ok (<0.05%)
2016,RI,cand:Clinton,252525,251888,-637,-0.0025225225225225223,NA,small (<0.5%)
2016,RI,cand:Trump,180543,180490,-53,-2.935588751710119e-4,NA,ok (<0.05%)
2016,SC,cand:Clinton,855373,855373,0,0,NA,ok (<0.05%)
2016,SC,cand:Trump,1155389,1155389,0,0,NA,ok (<0.05%)
2016,SD,cand:Clinton,117458,117458,0,0,NA,ok (<0.05%)
2016,SD,cand:Trump,227721,227721,0,0,NA,ok (<0.05%)
2016,TN,cand:Clinton,870695,870695,0,0,NA,ok (<0.05%)
2016,TN,cand:Trump,1522925,1522925,0,0,NA,ok (<0.05%)
2016,TX,cand:Clinton,3877868,3877868,0,0,NA,ok (<0.05%)
2016,TX,cand:Trump,4685047,4685047,0,0,NA,ok (<0.05%)
2016,UT,cand:Clinton,310676,310676,0,0,NA,ok (<0.05%)
2016,UT,cand:Trump,515231,515231,0,0,NA,ok (<0.05%)
2016,VA,cand:Clinton,1981473,1981473,0,0,NA,ok (<0.05%)
2016,VA,cand:Trump,1769443,1769443,0,0,NA,ok (<0.05%)
2016,VT,cand:Clinton,178573,178573,0,0,NA,ok (<0.05%)
2016,VT,cand:Trump,95369,95369,0,0,NA,ok (<0.05%)
2016,WA,cand:Clinton,1742718,1742718,0,0,NA,ok (<0.05%)
2016,WA,cand:Trump,1221747,1221747,0,0,NA,ok (<0.05%)
2016,WI,cand:Clinton,1382536,1381823,-713,-5.157189396876465e-4,NA,small (<0.5%)
2016,WI,cand:Trump,1405284,1404440,-844,-6.005903433042716e-4,NA,small (<0.5%)
2016,WV,cand:Clinton,188794,188794,0,0,NA,ok (<0.05%)
2016,WV,cand:Trump,489371,489371,0,0,NA,ok (<0.05%)
2016,WY,cand:Clinton,55973,55973,0,0,NA,ok (<0.05%)
2016,WY,cand:Trump,174419,174419,0,0,NA,ok (<0.05%)
2020,AL,cand:Biden,849624,849624,0,0,NA,ok (<0.05%)
2020,AL,cand:Trump,1441170,1441170,0,0,NA,ok (<0.05%)
2020,AR,cand:Biden,423932,423932,0,0,NA,ok (<0.05%)
2020,AR,cand:Trump,760647,760647,0,0,NA,ok (<0.05%)
2020,AZ,cand:Biden,1672143,1672143,0,0,NA,ok (<0.05%)
2020,AZ,cand:Trump,1661686,1661686,0,0,NA,ok (<0.05%)
2020,CA,cand:Biden,11110639,11110250,-389,-3.501148763810974e-5,NA,ok (<0.05%)
2020,CA,cand:Trump,6006518,6006429,-89,-1.4817236875008116e-5,NA,ok (<0.05%)
2020,CO,cand:Biden,1804352,1804352,0,0,NA,ok (<0.05%)
2020,CO,cand:Trump,1364607,1364607,0,0,NA,ok (<0.05%)
2020,CT,cand:Biden,1080831,1080831,0,0,NA,ok (<0.05%)
2020,CT,cand:Trump,714717,714717,0,0,NA,ok (<0.05%)
2020,DE,cand:Biden,296268,296268,0,0,NA,ok (<0.05%)
2020,DE,cand:Trump,200603,200603,0,0,NA,ok (<0.05%)
2020,FL,cand:Biden,5297045,5297045,0,0,NA,ok (<0.05%)
2020,FL,cand:Trump,5668731,5668731,0,0,NA,ok (<0.05%)
2020,GA,cand:Biden,2473633,2474507,874,3.5332646354572405e-4,NA,ok (<0.05%)
2020,GA,cand:Trump,2461854,2461837,-17,-6.905364818547322e-6,NA,ok (<0.05%)
2020,IA,cand:Biden,759061,759061,0,0,NA,ok (<0.05%)
2020,IA,cand:Trump,897672,902009,4337,0.004831386074200822,NA,small (<0.5%)
2020,ID,cand:Biden,287021,287021,0,0,NA,ok (<0.05%)
2020,ID,cand:Trump,554119,554119,0,0,NA,ok (<0.05%)
2020,IL,cand:Biden,3471915,3471915,0,0,NA,ok (<0.05%)
2020,IL,cand:Trump,2446891,2446891,0,0,NA,ok (<0.05%)
2020,IN,cand:Biden,1242498,1242416,-82,-6.599608208624883e-5,NA,ok (<0.05%)
2020,IN,cand:Trump,1729857,1729519,-338,-1.9539187343231261e-4,NA,ok (<0.05%)
2020,KS,cand:Biden,570323,570323,0,0,NA,ok (<0.05%)
2020,KS,cand:Trump,771406,771406,0,0,NA,ok (<0.05%)
2020,KY,cand:Biden,772474,772285,-189,-2.4466842896977764e-4,NA,ok (<0.05%)
2020,KY,cand:Trump,1326646,1326418,-228,-1.71861973729239e-4,NA,ok (<0.05%)
2020,LA,cand:Biden,856034,856034,0,0,NA,ok (<0.05%)
2020,LA,cand:Trump,1255776,1255776,0,0,NA,ok (<0.05%)
2020,MA,cand:Biden,2382202,2382202,0,0,NA,ok (<0.05%)
2020,MA,cand:Trump,1167202,1167202,0,0,NA,ok (<0.05%)
2020,MD,cand:Biden,1985023,1985023,0,0,NA,ok (<0.05%)
2020,MD,cand:Trump,976414,976414,0,0,NA,ok (<0.05%)
2020,ME,cand:Biden,435072,430473,-4599,-0.010570664165931156,NA,check (0.5-2%)
2020,ME,cand:Trump,360737,359899,-838,-0.002323022035444105,NA,small (<0.5%)
2020,MI,cand:Biden,2804040,2804040,0,0,NA,ok (<0.05%)
2020,MI,cand:Trump,2649852,2649852,0,0,NA,ok (<0.05%)
2020,MN,cand:Trump,1484065,1484065,0,0,NA,ok (<0.05%)
2020,MO,cand:Biden,1253014,1253014,0,0,NA,ok (<0.05%)
2020,MO,cand:Trump,1718736,1718736,0,0,NA,ok (<0.05%)
2020,MS,cand:Biden,539398,539398,0,0,NA,ok (<0.05%)
2020,MS,cand:Trump,756764,756764,0,0,NA,ok (<0.05%)
2020,MT,cand:Biden,244786,244786,0,0,NA,ok (<0.05%)
2020,MT,cand:Trump,343602,343602,0,0,NA,ok (<0.05%)
2020,NC,cand:Biden,2684292,2684292,0,0,NA,ok (<0.05%)
2020,NC,cand:Trump,2758775,2758773,-2,-7.249594475809009e-7,NA,ok (<0.05%)
2020,ND,cand:Trump,235751,235595,-156,-6.617151146760778e-4,NA,small (<0.5%)
2020,NE,cand:Biden,374583,374583,0,0,NA,ok (<0.05%)
2020,NE,cand:Trump,556846,556846,0,0,NA,ok (<0.05%)
2020,NH,cand:Biden,424937,424937,0,0,NA,ok (<0.05%)
2020,NH,cand:Trump,365660,365660,0,0,NA,ok (<0.05%)
2020,NJ,cand:Biden,2608400,2608335,-65,-2.491949087563257e-5,NA,ok (<0.05%)
2020,NJ,cand:Trump,1883313,1883274,-39,-2.07081881768989e-5,NA,ok (<0.05%)
2020,NM,cand:Biden,501614,501614,0,0,NA,ok (<0.05%)
2020,NM,cand:Trump,401894,401894,0,0,NA,ok (<0.05%)
2020,NV,cand:Biden,703486,703314,-172,-2.444966921871935e-4,NA,ok (<0.05%)
2020,NV,cand:Trump,669890,669608,-282,-4.2096463598501245e-4,NA,ok (<0.05%)
2020,NY,cand:Biden,5244886,5230985,-13901,-0.002650391257312361,NA,small (<0.5%)
2020,NY,cand:Trump,3251997,3244798,-7199,-0.00221371667932043,NA,small (<0.5%)
2020,OH,cand:Biden,2679165,2679165,0,0,NA,ok (<0.05%)
2020,OH,cand:Trump,3154834,3154834,0,0,NA,ok (<0.05%)
2020,OK,cand:Biden,503890,503890,0,0,NA,ok (<0.05%)
2020,OK,cand:Trump,1020280,1020280,0,0,NA,ok (<0.05%)
2020,OR,cand:Biden,1340383,1340383,0,0,NA,ok (<0.05%)
2020,OR,cand:Trump,958448,958448,0,0,NA,ok (<0.05%)
2020,PA,cand:Biden,3458229,3458229,0,0,NA,ok (<0.05%)
2020,PA,cand:Trump,3377674,3377674,0,0,NA,ok (<0.05%)
2020,RI,cand:Biden,307486,306210,-1276,-0.004149782429118724,NA,small (<0.5%)
2020,RI,cand:Trump,199922,199837,-85,-4.251658146677204e-4,NA,ok (<0.05%)
2020,SC,cand:Biden,1091541,1091541,0,0,NA,ok (<0.05%)
2020,SC,cand:Trump,1385103,1385103,0,0,NA,ok (<0.05%)
2020,SD,cand:Biden,150471,150471,0,0,NA,ok (<0.05%)
2020,SD,cand:Trump,261043,261043,0,0,NA,ok (<0.05%)
2020,TN,cand:Biden,1143711,1143711,0,0,NA,ok (<0.05%)
2020,TN,cand:Trump,1852475,1852475,0,0,NA,ok (<0.05%)
2020,TX,cand:Biden,5259126,5259126,0,0,NA,ok (<0.05%)
2020,TX,cand:Trump,5890347,5890347,0,0,NA,ok (<0.05%)
2020,UT,cand:Biden,560282,560282,0,0,NA,ok (<0.05%)
2020,UT,cand:Trump,865140,865139,-1,-1.1558822849481008e-6,NA,ok (<0.05%)
2020,VA,cand:Biden,2413568,2413568,0,0,NA,ok (<0.05%)
2020,VA,cand:Trump,1962430,1962430,0,0,NA,ok (<0.05%)
2020,VT,cand:Biden,242820,242826,6,2.4709661477637757e-5,NA,ok (<0.05%)
2020,VT,cand:Trump,112704,112708,4,3.5491198182850654e-5,NA,ok (<0.05%)
2020,WA,cand:Biden,2369612,2369612,0,0,NA,ok (<0.05%)
2020,WA,cand:Trump,1584651,1584651,0,0,NA,ok (<0.05%)
2020,WI,cand:Biden,1630866,1630673,-193,-1.1834203423211962e-4,NA,ok (<0.05%)
2020,WI,cand:Trump,1610184,1610065,-119,-7.390459723857645e-5,NA,ok (<0.05%)
2020,WV,cand:Biden,235984,235984,0,0,NA,ok (<0.05%)
2020,WV,cand:Trump,545382,545382,0,0,NA,ok (<0.05%)
2020,WY,cand:Biden,73491,73491,0,0,NA,ok (<0.05%)
2020,WY,cand:Trump,193559,193559,0,0,NA,ok (<0.05%)
2024,AL,cand:Trump,1462616,1462616,0,0,NA,ok (<0.05%)
2024,AZ,cand:Trump,1770242,1770242,0,0,NA,ok (<0.05%)
2024,AR,cand:Trump,759241,759241,0,0,NA,ok (<0.05%)
2024,CA,cand:Trump,6081697,6081697,0,0,NA,ok (<0.05%)
2024,CO,cand:Trump,1377441,1377441,0,0,NA,ok (<0.05%)
2024,CT,cand:Trump,736918,736918,0,0,NA,ok (<0.05%)
2024,DE,cand:Trump,214351,214351,0,0,NA,ok (<0.05%)
2024,FL,cand:Trump,6110125,6110125,0,0,NA,ok (<0.05%)
2024,GA,cand:Trump,2663117,2663117,0,0,NA,ok (<0.05%)
2024,ID,cand:Trump,605246,605246,0,0,NA,ok (<0.05%)
2024,IL,cand:Trump,2449079,2449079,0,0,NA,ok (<0.05%)
2024,IN,cand:Trump,1720347,1720347,0,0,NA,ok (<0.05%)
2024,IA,cand:Trump,927019,927019,0,0,NA,ok (<0.05%)
2024,KS,cand:Trump,758802,758802,0,0,NA,ok (<0.05%)
2024,KY,cand:Trump,1337494,1337494,0,0,NA,ok (<0.05%)
2024,LA,cand:Trump,1208505,1208505,0,0,NA,ok (<0.05%)
2024,ME,cand:Trump,377977,376991,-986,-0.0026086243342848905,NA,small (<0.5%)
2024,MD,cand:Trump,1035550,1035550,0,0,NA,ok (<0.05%)
2024,MA,cand:Trump,1251303,1251303,0,0,NA,ok (<0.05%)
2024,MI,cand:Trump,2816636,2816636,0,0,NA,ok (<0.05%)
2024,MN,cand:Trump,1519032,1519032,0,0,NA,ok (<0.05%)
2024,MS,cand:Trump,747744,747744,0,0,NA,ok (<0.05%)
2024,MO,cand:Trump,1751986,1751986,0,0,NA,ok (<0.05%)
2024,MT,cand:Trump,352079,352079,0,0,NA,ok (<0.05%)
2024,NE,cand:Trump,564816,564816,0,0,NA,ok (<0.05%)
2024,NV,cand:Trump,751205,751205,0,0,NA,ok (<0.05%)
2024,NH,cand:Trump,395523,395523,0,0,NA,ok (<0.05%)
2024,NJ,cand:Trump,1968215,1968215,0,0,NA,ok (<0.05%)
2024,NM,cand:Trump,423391,423391,0,0,NA,ok (<0.05%)
2024,NY,cand:Trump,3578899,3578899,0,0,NA,ok (<0.05%)
2024,NC,cand:Trump,2898423,2898423,0,0,NA,ok (<0.05%)
2024,ND,cand:Trump,246505,246505,0,0,NA,ok (<0.05%)
2024,OH,cand:Trump,3180116,3180116,0,0,NA,ok (<0.05%)
2024,OK,cand:Trump,1036213,1036213,0,0,NA,ok (<0.05%)
2024,OR,cand:Trump,919480,919480,0,0,NA,ok (<0.05%)
2024,PA,cand:Trump,3543308,3543308,0,0,NA,ok (<0.05%)
2024,RI,cand:Trump,214406,214291,-115,-5.36365586783952e-4,NA,small (<0.5%)
2024,SC,cand:Trump,1483747,1483747,0,0,NA,ok (<0.05%)
2024,SD,cand:Trump,272081,272081,0,0,NA,ok (<0.05%)
2024,TN,cand:Trump,1966865,1966865,0,0,NA,ok (<0.05%)
2024,TX,cand:Trump,6393597,6393597,0,0,NA,ok (<0.05%)
2024,UT,cand:Trump,883818,883818,0,0,NA,ok (<0.05%)
2024,VT,cand:Trump,119395,119395,0,0,NA,ok (<0.05%)
2024,VA,cand:Trump,2075085,2075085,0,0,NA,ok (<0.05%)
2024,WA,cand:Trump,1530923,1530923,0,0,NA,ok (<0.05%)
2024,WV,cand:Trump,533556,533556,0,0,NA,ok (<0.05%)
2024,WI,cand:Trump,1697626,1697626,0,0,NA,ok (<0.05%)
2024,WY,cand:Trump,192633,192633,0,0,NA,ok (<0.05%)
2024,AL,cand:Harris,772412,772412,0,0,NA,ok (<0.05%)
2024,AZ,cand:Harris,1582860,1582860,0,0,NA,ok (<0.05%)
2024,AR,cand:Harris,396905,396905,0,0,NA,ok (<0.05%)
2024,CA,cand:Harris,9276179,9276179,0,0,NA,ok (<0.05%)
2024,CO,cand:Harris,1728159,1728159,0,0,NA,ok (<0.05%)
2024,CT,cand:Harris,992053,992053,0,0,NA,ok (<0.05%)
2024,DE,cand:Harris,289758,289758,0,0,NA,ok (<0.05%)
2024,FL,cand:Harris,4683038,4683038,0,0,NA,ok (<0.05%)
2024,GA,cand:Harris,2548017,2548017,0,0,NA,ok (<0.05%)
2024,ID,cand:Harris,274972,274972,0,0,NA,ok (<0.05%)
2024,IL,cand:Harris,3062863,3062863,0,0,NA,ok (<0.05%)
2024,IN,cand:Harris,1163603,1163603,0,0,NA,ok (<0.05%)
2024,IA,cand:Harris,707278,707278,0,0,NA,ok (<0.05%)
2024,KS,cand:Harris,544853,544853,0,0,NA,ok (<0.05%)
2024,KY,cand:Harris,704043,704043,0,0,NA,ok (<0.05%)
2024,LA,cand:Harris,766870,766870,0,0,NA,ok (<0.05%)
2024,ME,cand:Harris,435652,430342,-5310,-0.012188627620210626,NA,check (0.5-2%)
2024,MD,cand:Harris,1902577,1902577,0,0,NA,ok (<0.05%)
2024,MA,cand:Harris,2126518,2126518,0,0,NA,ok (<0.05%)
2024,MI,cand:Harris,2736533,2736533,0,0,NA,ok (<0.05%)
2024,MN,cand:Harris,1656979,1656979,0,0,NA,ok (<0.05%)
2024,MS,cand:Harris,466668,466668,0,0,NA,ok (<0.05%)
2024,MO,cand:Harris,1200599,1200599,0,0,NA,ok (<0.05%)
2024,MT,cand:Harris,231906,231906,0,0,NA,ok (<0.05%)
2024,NE,cand:Harris,369995,369995,0,0,NA,ok (<0.05%)
2024,NV,cand:Harris,705197,705197,0,0,NA,ok (<0.05%)
2024,NH,cand:Harris,418488,418488,0,0,NA,ok (<0.05%)
2024,NJ,cand:Harris,2220713,2220713,0,0,NA,ok (<0.05%)
2024,NM,cand:Harris,478802,478802,0,0,NA,ok (<0.05%)
2024,NY,cand:Harris,4619195,4619195,0,0,NA,ok (<0.05%)
2024,NC,cand:Harris,2715375,2715375,0,0,NA,ok (<0.05%)
2024,ND,cand:Harris,112327,112327,0,0,NA,ok (<0.05%)
2024,OH,cand:Harris,2533699,2533699,0,0,NA,ok (<0.05%)
2024,OK,cand:Harris,499599,499599,0,0,NA,ok (<0.05%)
2024,OR,cand:Harris,1240600,1240600,0,0,NA,ok (<0.05%)
2024,PA,cand:Harris,3423042,3423042,0,0,NA,ok (<0.05%)
2024,RI,cand:Harris,285156,283750,-1406,-0.004930634459734321,NA,small (<0.5%)
2024,SC,cand:Harris,1028452,1028452,0,0,NA,ok (<0.05%)
2024,SD,cand:Harris,146859,146859,0,0,NA,ok (<0.05%)
2024,TN,cand:Harris,1056265,1056265,0,0,NA,ok (<0.05%)
2024,TX,cand:Harris,4835250,4835250,0,0,NA,ok (<0.05%)
2024,UT,cand:Harris,562566,562566,0,0,NA,ok (<0.05%)
2024,VT,cand:Harris,235791,235791,0,0,NA,ok (<0.05%)
2024,VA,cand:Harris,2335395,2335395,0,0,NA,ok (<0.05%)
2024,WA,cand:Harris,2245849,2245849,0,0,NA,ok (<0.05%)
2024,WV,cand:Harris,214309,214309,0,0,NA,ok (<0.05%)
2024,WI,cand:Harris,1668229,1668229,0,0,NA,ok (<0.05%)
2024,WY,cand:Harris,69527,69527,0,0,NA,ok (<0.05%)
