year,state_po,district,off_total,off_dem,off_rep,our_dem,our_rep,our_total,n_counties,rel_tot,rel_dem,rel_rep,status_tot
1992,FL,05,263549,129698,114356,129678,114331,263501,9,-1.8212931940549956e-4,-1.5420438248855032e-4,-2.1861555143586693e-4,ok (<0.05%)
1992,FL,06,220614,76419,0,76396,144120,220516,8,-4.4421478238008467e-4,-3.009722712937882e-4,NA,ok (<0.05%)
1992,FL,07,223023,96945,125823,96931,125797,222983,3,-1.7935369894584864e-4,-1.4441177987518697e-4,-2.0663948562663423e-4,ok (<0.05%)
1992,FL,08,207122,65145,141977,65132,141925,207057,2,-3.1382470234934e-4,-1.9955483920485072e-4,-3.662565063355332e-4,ok (<0.05%)
1992,FL,09,268163,110135,158028,110023,157822,267845,3,-0.001185845922069786,-0.0010169337631089118,-0.0013035664565773154,small (<0.5%)
1992,FL,10,264415,114809,149606,114637,149347,263984,1,-0.0016300134258646446,-0.0014981403896907038,-0.0017312139887437669,small (<0.5%)
1992,FL,11,191354,100984,77640,100962,77625,191316,1,-1.9858482184851114e-4,-2.1785629406638674e-4,-1.9319938176197836e-4,ok (<0.05%)
1992,FL,12,192830,92346,100484,92333,100468,192801,6,-1.5039153658663072e-4,-1.4077491174495919e-4,-1.5922933004259386e-4,ok (<0.05%)
1992,FL,13,274648,115767,158881,115741,158836,274577,4,-2.5851271445632225e-4,-2.2458904523741654e-4,-2.8323084572730534e-4,ok (<0.05%)
1992,FL,14,268511,0,220351,0,220324,268480,3,-1.1545150850430709e-4,NA,-1.2253177884375384e-4,ok (<0.05%)
1992,FL,15,261285,132412,128873,132385,128830,261215,4,-2.6790669192644045e-4,-2.0390901126786091e-4,-3.3366182210393177e-4,ok (<0.05%)
1992,FL,16,258659,101237,157422,101217,157253,258470,7,-7.306917601939232e-4,-1.9755622944180487e-4,-0.0010735475346520817,small (<0.5%)
1992,FL,17,102799,102784,0,102732,0,102747,1,-5.05841496512612e-4,-5.059153175591531e-4,NA,small (<0.5%)
1992,FL,18,156897,52142,104755,52095,104715,156810,1,-5.545039102086082e-4,-9.013846802961144e-4,-3.818433487661687e-4,small (<0.5%)
1992,FL,19,281294,177423,103867,177411,103848,281263,2,-1.1020498126515319e-4,-6.763497404507871e-5,-1.829262422136001e-4,ok (<0.05%)
1992,FL,20,237889,130959,91589,130946,91573,237859,3,-1.2610923582006734e-4,-9.926770974121672e-5,-1.7469346755614757e-4,ok (<0.05%)
1992,FL,22,247088,91625,128400,91605,128376,247039,3,-1.983099138768374e-4,-2.1828103683492497e-4,-1.8691588785046728e-4,ok (<0.05%)
1992,FL,23,143935,84249,44807,84232,44800,143905,7,-2.0842741515267308e-4,-2.0178281047846265e-4,-1.562255897516013e-4,ok (<0.05%)
1992,GA,01,179740,75808,103932,75808,103932,179740,22,0,0,0,ok (<0.05%)
1992,GA,02,150382,95789,54593,95789,54593,150382,35,0,0,0,ok (<0.05%)
1992,GA,03,208378,94271,114107,94271,114107,208378,16,0,0,0,ok (<0.05%)
1992,GA,04,250314,123819,126495,123819,126495,250314,4,0,0,0,ok (<0.05%)
1992,GA,05,204407,147445,56960,147445,56960,204405,4,-9.784400729916294e-6,0,0,ok (<0.05%)
1992,GA,06,274957,116196,158761,116196,158761,274957,5,0,0,0,ok (<0.05%)
1992,GA,07,194289,0,82915,111374,82915,194289,11,0,NA,0,ok (<0.05%)
1992,GA,08,194692,108472,86220,108472,86220,194692,32,0,0,0,ok (<0.05%)
1992,GA,09,190943,113024,77919,113024,77919,190943,20,0,0,0,ok (<0.05%)
1992,GA,10,201485,108426,93059,108426,93059,201485,19,0,0,0,ok (<0.05%)
1992,GA,11,164400,120168,44221,120168,44221,164389,22,-6.690997566909976e-5,0,0,ok (<0.05%)
1992,ID,01,242790,140985,90983,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,ID,02,229957,81450,139783,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,IL,01,252711,209258,43453,209258,43453,252711,1,0,0,0,ok (<0.05%)
1992,IL,02,233864,0,31957,182614,31957,233864,1,0,NA,0,ok (<0.05%)
1992,IL,03,255293,0,93128,162165,93128,255293,1,0,NA,0,ok (<0.05%)
1992,IL,04,116606,90452,0,90452,26154,116606,1,0,0,NA,ok (<0.05%)
1992,IL,05,232083,132889,90738,132889,90738,232083,1,0,0,0,ok (<0.05%)
1992,IL,06,251904,86891,165009,86891,165009,251904,2,0,0,0,ok (<0.05%)
1992,IL,07,225281,182811,35346,182811,35346,225281,1,0,0,0,ok (<0.05%)
1992,IL,08,238633,96419,132887,96419,132887,238633,2,0,0,0,ok (<0.05%)
1992,IL,09,239703,162942,64760,162942,64760,239703,1,0,0,0,ok (<0.05%)
1992,IL,10,240630,85400,155230,85400,155230,240630,2,0,0,0,ok (<0.05%)
1992,IL,11,243247,135387,107860,135387,107860,243247,5,0,0,0,ok (<0.05%)
1992,IL,12,236877,168762,68115,168762,68115,236877,9,0,0,0,ok (<0.05%)
1992,IL,13,262255,82985,0,82985,179257,262255,3,0,0,NA,ok (<0.05%)
1992,IL,14,230624,75294,155271,75294,155271,230624,6,0,0,0,ok (<0.05%)
1992,IL,15,239586,97190,0,97190,142167,239586,11,0,0,NA,ok (<0.05%)
1992,IL,16,255943,0,142388,113555,142388,255943,6,0,NA,0,ok (<0.05%)
1992,IL,17,259952,156233,103719,156233,103719,259952,14,0,0,0,ok (<0.05%)
1992,IL,18,270976,114413,156533,114413,156533,270976,14,0,0,0,ok (<0.05%)
1992,IL,19,270685,187156,83526,187156,83526,270685,27,0,0,0,ok (<0.05%)
1992,IL,20,274088,0,119219,154869,119219,274088,19,0,NA,0,ok (<0.05%)
1992,IN,06,258455,71952,186499,71952,186499,258455,9,0,0,0,ok (<0.05%)
1992,IN,07,217194,88005,129189,88005,129189,217194,13,0,0,0,ok (<0.05%)
1992,IN,08,238397,125244,108054,125244,108054,238397,13,0,0,0,ok (<0.05%)
1992,IN,09,231037,160980,70057,160980,70057,231037,21,0,0,0,ok (<0.05%)
1992,IN,10,183831,0,64378,117604,64378,183831,1,0,NA,0,ok (<0.05%)
1992,KS,01,285297,0,194912,83620,194912,285297,66,0,NA,0,ok (<0.05%)
1992,KS,02,268806,151019,0,151019,109801,268806,25,0,0,NA,ok (<0.05%)
1992,KS,03,292796,110076,169929,110076,169929,292796,4,0,0,0,ok (<0.05%)
1992,KS,04,278016,143671,117070,143671,117070,278016,12,0,0,0,ok (<0.05%)
1992,KY,01,212574,128524,83088,128524,83088,212574,31,0,0,0,ok (<0.05%)
1992,KY,02,206578,0,79684,126894,79684,206578,23,0,NA,0,ok (<0.05%)
1992,KY,03,280770,148066,132689,148066,132689,280770,1,0,0,0,ok (<0.05%)
1992,KY,04,226524,86890,139634,86890,139634,226524,24,0,0,0,ok (<0.05%)
1992,KY,05,211015,95760,115255,95760,115255,211015,27,0,0,0,ok (<0.05%)
1992,KY,06,223450,135613,87816,135613,87816,223450,19,0,0,0,ok (<0.05%)
1992,LA,01,115051,0,107968,0,107968,115051,7,0,NA,0,ok (<0.05%)
1992,LA,02,91241,81151,0,81151,0,91241,2,0,0,NA,ok (<0.05%)
1992,LA,03,100449,82047,18402,82047,18402,100449,14,0,0,0,ok (<0.05%)
1992,LA,04,194831,194831,0,194831,0,194831,28,0,0,NA,ok (<0.05%)
1992,LA,05,243580,90079,153501,90079,153501,243580,18,0,0,0,ok (<0.05%)
1992,LA,06,245178,0,245178,0,245178,245178,17,0,NA,0,ok (<0.05%)
1992,LA,07,115203,84149,31054,84149,31054,115203,11,0,0,0,ok (<0.05%)
1992,ME,01,358148,232696,125236,232696,125236,358148,7,0,0,0,ok (<0.05%)
1992,ME,02,311433,130824,153022,130824,153022,311433,10,0,0,0,ok (<0.05%)
1992,MD,01,234203,112771,120084,112771,120084,234199,11,-1.7079200522623537e-5,0,0,ok (<0.05%)
1992,MD,02,254106,0,165443,88658,165443,254101,3,-1.9676827780532534e-5,NA,0,ok (<0.05%)
1992,MD,03,222255,163354,58869,163354,58869,222255,4,0,0,0,ok (<0.05%)
1992,MD,04,182185,136902,45166,136902,45166,182117,2,-3.73246974229492e-4,0,0,ok (<0.05%)
1992,MD,05,223326,118312,0,118312,97982,223286,5,-1.7911035884760396e-4,0,NA,ok (<0.05%)
1992,MD,06,231959,106224,125564,106224,125564,231857,6,-4.3973288382860766e-4,0,0,ok (<0.05%)
1992,MD,07,178998,152689,26304,152689,26304,178998,2,0,0,0,ok (<0.05%)
1992,MD,08,280475,77042,203377,77042,203377,280475,1,0,0,0,ok (<0.05%)
1992,MA,01,262120,135049,113828,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MA,02,247163,131215,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MA,03,260932,115587,131473,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MA,04,269812,182633,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MA,05,256564,133844,96206,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MA,06,290312,130248,159165,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MA,07,281558,174837,78262,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MA,08,180484,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MA,09,253634,175550,54291,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MA,10,311650,189342,75887,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MI,01,268619,144857,117056,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MI,02,246761,86265,155577,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MI,03,264948,95927,162451,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MI,04,251539,87573,157337,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MI,05,244992,147618,93098,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MI,06,233112,89020,144083,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MI,07,152868,0,133972,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MI,08,284707,135517,131906,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MI,11,293098,0,168940,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MI,12,261349,137514,119357,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MI,13,245888,127642,105169,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MI,14,200879,0,32036,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MI,15,184964,148908,31849,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MI,16,240936,156964,75694,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MN,01,279430,NA,NA,206369,72367,278736,17,-0.002483627384318076,NA,NA,small (<0.5%)
1992,MN,02,276403,0,0,132156,131587,275889,27,-0.0018596035498891113,NA,NA,small (<0.5%)
1992,MN,03,314731,0,0,104606,200240,314010,4,-0.0022908451979627045,NA,NA,small (<0.5%)
1992,MN,04,277956,0,0,159796,101744,277528,3,-0.0015398120565844953,NA,NA,small (<0.5%)
1992,MN,05,276315,0,0,174139,77093,276315,1,0,NA,NA,ok (<0.05%)
1992,MN,06,301023,0,0,100016,133564,300720,5,-0.0010065676044687616,NA,NA,small (<0.5%)
1992,MN,07,265524,NA,NA,133886,130396,264282,26,-0.004677543272924482,NA,NA,small (<0.5%)
1992,MN,08,283031,0,0,167104,83823,282148,17,-0.003119799597923902,NA,NA,small (<0.5%)
1992,MS,01,204616,121664,82952,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MS,02,173352,135162,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MS,03,200574,0,37710,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MS,04,194544,130927,43705,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MS,05,191058,120766,67619,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MO,01,233175,158693,74482,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MO,02,312445,148729,157594,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MO,03,271834,174000,90006,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MO,04,251452,176977,74475,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MO,05,255312,151014,93562,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MO,06,268524,0,119637,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MO,07,260065,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MO,08,234418,86730,147398,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MO,09,261335,124694,118811,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,MT,01,403735,0,189570,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NE,01,239108,96309,142713,96309,142713,239108,25,0,0,0,ok (<0.05%)
1992,NE,02,233372,119512,113828,119512,113828,233372,3,0,0,0,ok (<0.05%)
1992,NE,03,238355,67457,170857,67457,170857,238355,66,0,0,0,ok (<0.05%)
1992,NV,14,201837,0,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,15,110693,0,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,16,93197,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,17,122381,0,19578,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,18,208528,115841,74076,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,19,232464,92854,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,20,227331,66826,160505,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,21,265278,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,22,251332,86896,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,23,219662,61835,148462,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,24,201069,47675,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,25,242386,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,26,237116,0,6821,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,27,246502,89906,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,28,255078,140908,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,29,235458,0,7367,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,30,243204,0,6025,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NV,31,213554,52010,10848,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NC,02,211569,0,93893,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NC,03,187050,101739,80759,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NC,04,265060,171299,89345,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NC,05,223683,117835,102086,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NC,06,230022,67200,162822,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NC,07,163101,0,66536,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NC,08,195451,0,71842,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NC,09,228245,74583,153650,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NC,10,215127,79206,149033,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NC,11,238161,108003,130158,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,NC,12,180824,127262,49402,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,ND,01,297898,169273,117442,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,01,234433,120190,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,02,253651,75924,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,03,244811,146072,98733,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,05,187860,0,187860,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,06,241972,122720,119252,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,07,230432,66237,164195,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,08,238395,62033,176362,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,09,243102,178879,53011,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,10,240239,103788,136433,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,11,223624,154718,43866,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,12,239058,68761,170297,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,13,252258,134486,88889,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,14,243994,165335,78659,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,15,250205,94907,110390,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,16,248713,90224,158489,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,17,257246,0,40743,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,18,243418,166189,77229,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OH,19,263083,138465,124606,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OK,01,225830,106619,119211,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OK,02,213513,118542,87657,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OK,03,207659,155934,51725,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OK,04,199076,140841,58235,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OK,05,230816,107579,123237,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OK,06,198802,134734,64068,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OR,01,294154,152917,140986,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OR,03,269879,208028,50235,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OR,04,279299,199372,79733,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,OR,05,272944,174443,97984,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,PA,01,185591,150172,35419,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,PA,05,188911,188911,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,PA,06,208006,108312,99694,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,PA,07,2,91623,180648,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,PA,08,249538,114095,129593,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,PA,09,182406,182406,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,PA,10,209548,189414,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,PA,11,206987,138875,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,PA,12,166916,166916,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,PA,13,253997,127685,126312,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,PA,14,229038,165633,61311,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,PA,15,213,111419,99520,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,PA,16,212564,74741,137823,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,PA,17,216039,65881,150158,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,PA,18,254329,96655,154024,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,PA,19,217587,74798,98599,NA,NA,NA,NA,NA,NA,NA,MISSING
