year,state_fips,po,district,kind,candidate,party_group,votes,new,method,evidence
2000,33,NH,02,surname,Brannen,DEM,110367,Barney Brannen,surname,wikipedia party Democratic
2000,33,NH,02,surname,Christeson,OTHER,6188,Brian Christeson,surname,wikipedia party Libertarian
2000,33,NH,02,surname,Kendel,OTHER,2204,Roy Kendel,surname,wikipedia party Constitution
2000,36,NY,07,placeholder,Unnamed (name Missing In Source),OTHER,153374,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2000,40,OK,01,surname,Clem,OTHER,2984,Michael A. Clem,vote_total,wikipedia votes 2984
2000,40,OK,01,surname,Largent,REP,138528,Steve Largent,vote_total,wikipedia votes 138528
2000,40,OK,01,surname,Lowe,DEM,58493,Dan Lowe,vote_total,wikipedia votes 58493
2000,40,OK,02,surname,Carson,DEM,107273,Brad Carson,vote_total,wikipedia votes 107273
2000,40,OK,02,surname,Ewing,REP,81672,Andy Ewing,vote_total,wikipedia votes 81672
2000,40,OK,02,surname,Mavis,OTHER,6467,Neil Mavis,vote_total,wikipedia votes 6467
2000,40,OK,03,surname,Watkins,REP,137826,Wes Watkins,vote_total,wikipedia votes 137826
2000,40,OK,03,surname,White,OTHER,6730,R.C. Sevier White,vote_total,wikipedia votes 6730
2000,40,OK,04,surname,Ducey,OTHER,4897,Susan Ducey,vote_total,wikipedia votes 4897
2000,40,OK,04,surname,Johnson,OTHER,1979,Keith B. Johnson,vote_total,wikipedia votes 1979
2000,40,OK,04,surname,Weatherford,DEM,54808,Larry Weatherford,vote_total,wikipedia votes 54808
2000,40,OK,05,surname,Istook,REP,134159,Ernest Istook,vote_total,wikipedia votes 134159
2000,40,OK,05,surname,Maguire,OTHER,5930,Bill Maguire,vote_total,wikipedia votes 5930
2000,40,OK,05,surname,McWatters,DEM,53275,Garland McWatters,vote_total,wikipedia votes 53275
2000,40,OK,05,surname,Murphy,OTHER,2658,Robert T. Murphy,vote_total,wikipedia votes 2658
2000,40,OK,06,surname,Beutler,DEM,63106,Randy Beutler,vote_total,wikipedia votes 63106
2000,40,OK,06,surname,Cristiano,OTHER,2435,Joseph V. Cristiano,vote_total,wikipedia votes 2435
2000,40,OK,06,surname,Lucas,REP,95635,Frank Lucas,vote_total,wikipedia votes 95635
2000,56,WY,00,surname,Cubin,REP,141848,Barbara Cubin,surname,wikipedia party Republican
2000,56,WY,00,surname,Green,DEM,60638,Michael Allen Green,surname,wikipedia party Democratic
2000,56,WY,00,surname,Raymond,OTHER,3415,Victor Raymond,surname,wikipedia party Natural Law
2000,56,WY,00,surname,Stock,OTHER,6411,Lewis Stock,surname,wikipedia party Libertarian
2002,12,FL,05,surname,Werder,OTHER,53,NA,unmatched,NA
2002,12,FL,23,surname,B.B.B.,OTHER,5,NA,unmatched,NA
2002,19,IA,05,surname,King,REP,113257,Steve King,surname,wikipedia party Republican
2002,19,IA,05,placeholder,Unnamed (name Missing In Source),REP,127,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2002,24,MD,01,placeholder,Democratic,DEM,57986,Amy D. Tamlyn,vote_total,wikipedia votes 57986
2002,24,MD,01,placeholder,Republican,REP,192004,Wayne Gilchrest,vote_total,wikipedia votes 192004
2002,24,MD,01,placeholder,Unnamed (name Missing In Source),OTHER,423,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2002,24,MD,02,placeholder,Democratic,DEM,105718,Dutch Ruppersberger,vote_total,wikipedia votes 105718
2002,24,MD,02,placeholder,Republican,REP,88954,Helen Delich Bentley,vote_total,wikipedia votes 88954
2002,24,MD,02,placeholder,Unnamed (name Missing In Source),OTHER,530,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2002,24,MD,03,placeholder,Democratic,DEM,145589,Benjamin Cardin,vote_total,wikipedia votes 145589
2002,24,MD,03,placeholder,Republican,REP,75721,Scott Conwell,vote_total,wikipedia votes 75721
2002,24,MD,03,placeholder,Unnamed (name Missing In Source),OTHER,233,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2002,24,MD,04,placeholder,Democratic,DEM,131806,Al Wynn,party_D_R,wikipedia votes 131644 vs ours 131806
2002,24,MD,04,placeholder,Republican,REP,34923,John B. Kimble,party_D_R,wikipedia votes 34890 vs ours 34923
2002,24,MD,04,placeholder,Unnamed (name Missing In Source),OTHER,826,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2002,24,MD,05,placeholder,Democratic,DEM,137903,Steny Hoyer,vote_total,wikipedia votes 137903
2002,24,MD,05,surname,Green,OTHER,186,NA,unmatched,NA
2002,24,MD,05,placeholder,Republican,REP,60758,Joseph T. Crawford,vote_total,wikipedia votes 60758
2002,24,MD,05,placeholder,Unnamed (name Missing In Source),OTHER,240,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2002,24,MD,06,placeholder,Democratic,DEM,75575,Donald M. DeArmon,vote_total,wikipedia votes 75575
2002,24,MD,06,placeholder,Republican,REP,147825,Roscoe Bartlett,vote_total,wikipedia votes 147825
2002,24,MD,06,placeholder,Unnamed (name Missing In Source),OTHER,211,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2002,24,MD,07,placeholder,Democratic,DEM,137047,Elijah Cummings,vote_total,wikipedia votes 137047
2002,24,MD,07,placeholder,Republican,REP,49172,Joseph E. Ward,vote_total,wikipedia votes 49172
2002,24,MD,07,placeholder,Unnamed (name Missing In Source),OTHER,175,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2002,24,MD,08,placeholder,Democratic,DEM,112788,Chris Van Hollen,vote_total,wikipedia votes 112788
2002,24,MD,08,placeholder,Republican,REP,103587,Connie Morella,vote_total,wikipedia votes 103587
2002,24,MD,08,surname,Unaffiliated,OTHER,1599,NA,unmatched,NA
2002,24,MD,08,placeholder,Unnamed (name Missing In Source),OTHER,139,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2002,40,OK,01,surname,Cristiano,OTHER,4740,Joe Cristiano,surname,wikipedia party Independent
2002,40,OK,01,surname,Dodd,DEM,90649,Doug Dodd,surname,wikipedia party Democratic
2002,40,OK,01,surname,Sullivan,REP,119566,John Sullivan,surname,wikipedia party Republican
2002,40,OK,02,surname,Carson,DEM,146748,Brad Carson,surname,wikipedia party Democratic
2002,40,OK,02,surname,Pharaoh,REP,51234,Kent Pharaoh,surname,wikipedia party Republican
2002,40,OK,03,surname,Lucas,REP,148206,Frank Lucas,surname,wikipedia party Republican
2002,40,OK,03,surname,Murphy,OTHER,47884,Robert T. Murphy,surname_unique,only candidate with this surname in the district; wikipedia party Democratic
2002,40,OK,04,surname,Cole,REP,106452,Tom Cole,surname,wikipedia party Republican
2002,40,OK,04,surname,Roberts,DEM,91322,Darryl Roberts,surname,wikipedia party Democratic
2002,40,OK,05,surname,Barlow,DEM,63208,Lou Barlow,surname,wikipedia party Democratic
2002,40,OK,05,surname,Davis,OTHER,10469,Donna C. Davis,surname,wikipedia party Independent
2002,40,OK,05,surname,Istook,REP,121374,Ernest Istook,surname,wikipedia party Republican
2002,56,WY,00,surname,Akin,DEM,10360,Ron Akin,surname,wikipedia party Democratic
2002,56,WY,00,surname,Cubin,REP,110229,Barbara Cubin,surname,wikipedia party Republican
2002,56,WY,00,surname,Stock,OTHER,5962,Lewis Stock,surname,wikipedia party Libertarian
2004,1,AL,01,surname,Belk,DEM,93938,Judy McCain Belk,vote_total,wikipedia votes 93938
2004,1,AL,01,surname,Bonner,REP,161067,Jo Bonner,vote_total,wikipedia votes 161067
2004,1,AL,02,surname,Everett,REP,177086,Terry Everett,vote_total,wikipedia votes 177086
2004,1,AL,02,surname,James,DEM,70562,Chuck James,vote_total,wikipedia votes 70562
2004,1,AL,03,surname,Fuller,DEM,95240,Bill Fuller,vote_total,wikipedia votes 95240
2004,1,AL,03,surname,Rogers,REP,150411,Mike D. Rogers,vote_total,wikipedia votes 150411
2004,1,AL,04,surname,Aderholt,REP,191110,Robert Aderholt,vote_total,wikipedia votes 191110
2004,1,AL,04,surname,Cole,DEM,64278,Carl Cole,vote_total,wikipedia votes 64278
2004,1,AL,05,surname,Cramer,DEM,200999,Bud Cramer,vote_total,wikipedia votes 200999
2004,1,AL,05,surname,Wallace,REP,74145,Gerry Wallace,vote_total,wikipedia votes 74145
2004,1,AL,06,surname,Bachus,REP,264819,Spencer Bachus,vote_total,wikipedia votes 264819
2004,1,AL,07,surname,Cameron,REP,61019,Steve Cameron,vote_total,wikipedia votes 61019
2004,1,AL,07,surname,Davis,DEM,183408,Artur Davis,vote_total,wikipedia votes 183408
2004,12,FL,05,surname,Werder,OTHER,33,H. David Werder,vote_total,wikipedia votes 33
2006,1,AL,01,surname,Beckerle,DEM,52770,Vivian Sheffield Beckerle,vote_total,wikipedia votes 52770
2006,1,AL,01,surname,Bonner,REP,112944,Jo Bonner,vote_total,wikipedia votes 112944
2006,1,AL,02,surname,Everett,REP,124302,Terry Everett,vote_total,wikipedia votes 124302
2006,1,AL,02,surname,James,DEM,54450,Chuck James,vote_total,wikipedia votes 54450
2006,1,AL,03,surname,Layfield,OTHER,3414,Mark Edwin Layfield,vote_total,wikipedia votes 3414
2006,1,AL,03,surname,Pierce,DEM,63559,Greg A. Pierce,vote_total,wikipedia votes 63559
2006,1,AL,03,surname,Rogers,REP,98257,Mike D. Rogers,vote_total,wikipedia votes 98257
2006,1,AL,04,surname,Aderholt,REP,128484,Robert Aderholt,vote_total,wikipedia votes 128484
2006,1,AL,04,surname,Bobo,DEM,54382,Barbara Bobo,vote_total,wikipedia votes 54382
2006,1,AL,05,surname,Cramer,DEM,143015,Bud Cramer,vote_total,wikipedia votes 143015
2006,1,AL,06,surname,Bachus,REP,163514,Spencer Bachus,vote_total,wikipedia votes 163514
2006,1,AL,07,surname,Davis,DEM,133870,Artur Davis,vote_total,wikipedia votes 133870
2006,10,DE,00,surname,Hartley-Na,OTHER,5769,Karen Hartley-Nagle,surname_fuzzy,close surname match; wikipedia party Independent
2006,12,FL,14,surname,Dan,OTHER,1,NA,unmatched,NA
2006,33,NH,01,surname,Bradley,REP,95527,Jeb Bradley,vote_total,wikipedia votes 95527
2006,33,NH,01,surname,Shea-Porter,DEM,100691,Carol Shea-Porter,vote_total,wikipedia votes 100691
2006,33,NH,02,surname,Bass,REP,94088,Charlie Bass,vote_total,wikipedia votes 94088
2006,33,NH,02,surname,Blevens,OTHER,3305,Ken Blevens,vote_total,wikipedia votes 3305
2006,33,NH,02,surname,Hodes,DEM,108743,Paul Hodes,vote_total,wikipedia votes 108743
2006,40,OK,01,surname,Gentges,DEM,56724,Alan Gentges,vote_total,wikipedia votes 56724
2006,40,OK,01,surname,Sullivan,REP,116920,John Sullivan,vote_total,wikipedia votes 116920
2006,40,OK,01,surname,Wortman,OTHER,10085,Bill Wortman,vote_total,wikipedia votes 10085
2006,40,OK,02,surname,Boren,DEM,122347,Dan Boren,vote_total,wikipedia votes 122347
2006,40,OK,02,surname,Miller,REP,45861,Patrick K. Miller,vote_total,wikipedia votes 45861
2006,40,OK,03,surname,Barton,DEM,61749,Sue Barton,vote_total,wikipedia votes 61749
2006,40,OK,03,surname,Lucas,REP,128042,Frank Lucas,vote_total,wikipedia votes 128042
2006,40,OK,04,surname,Cole,REP,118266,Tom Cole,vote_total,wikipedia votes 118266
2006,40,OK,04,surname,Spake,DEM,64775,Hal Spake,vote_total,wikipedia votes 64775
2006,40,OK,05,surname,Fallin,REP,108936,Mary Fallin,vote_total,wikipedia votes 108936
2006,40,OK,05,surname,Hunter,DEM,67293,David Hunter,vote_total,wikipedia votes 67293
2006,40,OK,05,surname,Woodson,OTHER,4196,Matthew Horton Woodson,vote_total,wikipedia votes 4196
2008,10,DE,00,surname,Hartley-Na,DEM,146434,Karen Hartley-Nagle,surname_fuzzy,close surname match; wikipedia party Democratic
2008,19,IA,02,placeholder,Unnamed (name Missing In Source),OTHER,5437,Brian White,vote_total,wikipedia votes 5437
2010,1,AL,01,surname,Bonner,REP,129063,Jo Bonner,vote_total,wikipedia votes 129063
2010,1,AL,01,surname,Walter,OTHER,26357,David Walter,vote_total,wikipedia votes 26357
2010,1,AL,02,surname,Bright,DEM,106865.16236,Bobby Bright,surname,wikipedia party Democratic Party (United States)
2010,1,AL,02,surname,Roby,REP,111645,Martha Roby,vote_total,wikipedia votes 111645
2010,1,AL,03,surname,Rogers,REP,117736,Mike Rogers,vote_total,wikipedia votes 117736
2010,1,AL,03,surname,Segrest,DEM,80204,Steve Segrest,vote_total,wikipedia votes 80204
2010,1,AL,04,surname,Aderholt,REP,167714,Robert Aderholt,vote_total,wikipedia votes 167714
2010,1,AL,05,surname,Brooks,REP,131109,Mo Brooks,vote_total,wikipedia votes 131109
2010,1,AL,05,surname,Raby,DEM,95192,Steve Raby,vote_total,wikipedia votes 95192
2010,1,AL,06,surname,Bachus,REP,205288,Spencer Bachus,vote_total,wikipedia votes 205288
2010,1,AL,07,surname,Chamberlain,REP,51890,Don Chamberlain,vote_total,wikipedia votes 51890
2010,1,AL,07,surname,Sewell,DEM,136696,Terri Sewell,vote_total,wikipedia votes 136696
2010,21,KY,01,surname,Hatchett,DEM,62090,Charles Kendall Hatchett,vote_total,wikipedia votes 62090
2010,21,KY,01,surname,Whitfield,REP,153840,Ed Whitfield,vote_total,wikipedia votes 153840
2010,21,KY,02,surname,Guthrie,REP,155906,Brett Guthrie,vote_total,wikipedia votes 155906
2010,21,KY,02,surname,Marksberry,DEM,73749,Ed Marksberry,vote_total,wikipedia votes 73749
2010,21,KY,03,surname,Lally,REP,112627,Todd Lally,vote_total,wikipedia votes 112627
2010,21,KY,03,placeholder,Other Candidates,OTHER,3363,Edward A. Martin / Michael D. Hansen,pooled_minor_sum,sum of 2 wikipedia candidates = 3363
2010,21,KY,03,surname,Yarmuth,DEM,139940,John Yarmuth,vote_total,wikipedia votes 139940
2010,21,KY,04,surname,Davis,REP,151813,Geoff Davis,vote_total,wikipedia votes 151813
2010,21,KY,04,surname,Waltz,DEM,66694,John Waltz,vote_total,wikipedia votes 66694
2010,21,KY,05,surname,Holbert,DEM,44034,Jim Holbert,vote_total,wikipedia votes 44034
2010,21,KY,05,surname,Rogers,REP,151019,Hal Rogers,vote_total,wikipedia votes 151019
2010,21,KY,06,surname,Barr,REP,119164,Andy Barr,vote_total,wikipedia votes 119164
2010,21,KY,06,surname,Chandler,DEM,119812,Ben Chandler,vote_total,wikipedia votes 119812
2010,21,KY,06,placeholder,Other Candidates,OTHER,247,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2012,12,FL,25,surname,Voteforeddie.Com,OTHER,17099,NA,unmatched,NA
2012,16,ID,01,surname,Pro-Life,OTHER,7607,Pro-Life,vote_total,wikipedia votes 7607
2012,21,KY,02,surname,Astor,OTHER,4914,Craig R. Astor,vote_total,wikipedia votes 4914
2012,21,KY,02,surname,Beacham,OTHER,6304,Andrew R. Beacham,vote_total,wikipedia votes 6304
2012,21,KY,04,surname,Lewis,OTHER,8674,David Lewis,vote_total,wikipedia votes 8674
2012,21,KY,06,surname,Vance,OTHER,8340,Randolph Vance,vote_total,wikipedia votes 8340
2012,25,MA,01,placeholder,Democrats,DEM,262263,Richard Neal,party_D_R,wikipedia votes 261936 vs ours 262263
2012,25,MA,06,placeholder,Democrats,DEM,9365,John F. Tierney,party_word,only DEM candidate on wikipedia for the district
2012,25,MA,08,placeholder,Democrats,DEM,147327,Stephen Lynch,party_word,only DEM candidate on wikipedia for the district
2012,25,MA,08,placeholder,Republicans,REP,80702,Joe Selvaggi,party_D_R,wikipedia votes 82242 vs ours 80702
2012,25,MA,08,surname,Unenrolled,OTHER,9649,NA,unmatched,NA
2012,36,NY,23,surname,Reed,REP,20764,Tom Reed,surname,wikipedia party Republican Party (United States)
2012,36,NY,23,surname,Shinagawa,DEM,11594,Nate Shinagawa,surname,wikipedia party Democratic Party (United States)
2012,36,NY,NA,surname,Buerkle,REP,13840,Ann Marie Buerkle,surname_statewide,only candidate with this surname in the state-year
2012,36,NY,NA,surname,Maffei,DEM,13164,Dan Maffei,surname_statewide,only candidate with this surname in the state-year
2012,36,NY,NA,surname,Rozum,OTHER,2882,Ursula Rozum,surname_statewide,only candidate with this surname in the state-year
2012,49,UT,01,surname,Bishop,REP,7391,Rob Bishop,surname,wikipedia party Republican Party (United States)
2012,49,UT,01,surname,McAleer,DEM,9317,Donna M. McAleer,surname,wikipedia party Democratic Party (United States)
2012,49,UT,01,surname,Phipps,OTHER,371,Sherry Phipps,surname,wikipedia party Constitution Party (United States)
2012,53,WA,05,surname,Uncertified,OTHER,3,NA,unmatched,NA
2012,53,WA,06,surname,Uncertified,OTHER,117,NA,unmatched,NA
2014,1,AL,01,surname,Byrne,REP,6299,Bradley Byrne,surname,wikipedia party Republican Party (United States)
2014,1,AL,01,surname,Laflore,DEM,2570,Burton LeFlore,surname_fuzzy,close surname match; wikipedia party Democratic Party (United States)
2014,1,AL,02,surname,Roby,REP,25804,Martha Roby,surname,wikipedia party Republican Party (United States)
2014,1,AL,02,surname,Wright,DEM,8079,Erick Wright,surname,wikipedia party Democratic Party (United States)
2014,1,AL,03,surname,Rogers,REP,59234,Mike D. Rogers,surname,wikipedia party Republican Party (United States)
2014,1,AL,03,surname,Smith,DEM,30448,Jesse Smith,surname,wikipedia party Democratic Party (United States)
2014,1,AL,04,surname,Aderhold,REP,12134,Robert Aderholt,surname_fuzzy,close surname match; wikipedia party Republican Party (United States)
2014,1,AL,04,surname,Aderholt,REP,4213,Robert Aderholt,surname,wikipedia party Republican Party (United States)
2014,1,AL,06,surname,Lester,DEM,6242,Mark Lester,surname,wikipedia party Democratic Party (United States)
2014,1,AL,06,surname,Palmer,REP,26728,Gary Palmer,surname,wikipedia party Republican Party (United States)
2014,1,AL,07,surname,Sewell,DEM,17130,Terri Sewell,surname,wikipedia party Democratic Party (United States)
2014,21,KY,03,surname,Puccetti,OTHER,2318,Gregory Peter Puccetti,vote_total,wikipedia votes 2318
2014,49,UT,02,surname,McCausland,OTHER,102,Shaun McCausland,surname,wikipedia party Constitution Party (United States)
2014,49,UT,02,placeholder,Unnamed (name Missing In Source),OTHER,1,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2014,49,UT,03,surname,Chaffetz,REP,3172,Jason Chaffetz,surname,wikipedia party Republican Party (United States)
2014,49,UT,03,surname,Mates,OTHER,76,Ben J. Mates,surname,wikipedia party Independent (United States)
2014,49,UT,03,surname,Strong,OTHER,237,Zack Strong,surname,wikipedia party Independent American Party
2014,49,UT,03,surname,Tryon,OTHER,321,Stephen P. Tryon,surname,wikipedia party Independent (United States)
2014,49,UT,03,surname,Wonnacott,DEM,1796,Brian Wonnacott,surname,wikipedia party Democratic Party (United States)
2016,10,DE,00,surname,Rochester,DEM,233554,Lisa Blunt Rochester,surname,wikipedia party Democratic
2016,12,FL,02,placeholder,Unnamed (name Missing In Source),OTHER,507,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,12,FL,04,placeholder,Unnamed (name Missing In Source),OTHER,651,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,12,FL,07,placeholder,Unnamed (name Missing In Source),OTHER,222,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,12,FL,18,placeholder,Unnamed (name Missing In Source),OTHER,331,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,12,FL,19,placeholder,Unnamed (name Missing In Source),OTHER,243,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,16,ID,01,surname,Pro-Life,OTHER,53,Write-ins,vote_total,wikipedia votes 53
2016,21,KY,01,surname,McIntosh,OTHER,0,Terry McIntosh,surname,wikipedia party Independent (United States)
2016,23,ME,01,surname,Holbrook,REP,13465,Mark Holbrook,surname,wikipedia party Republican Party (United States)
2016,23,ME,01,surname,Pingree,DEM,35768,Chellie Pingree,surname,wikipedia party Democratic Party (United States)
2016,23,ME,01,surname,S,OTHER,30,NA,unmatched,NA
2016,23,ME,01,placeholder,Unnamed (name Missing In Source),OTHER,32,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,24,MD,01,placeholder,Unnamed (name Missing In Source),OTHER,319,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,24,MD,02,placeholder,Unnamed (name Missing In Source),OTHER,390,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,24,MD,03,placeholder,Unnamed (name Missing In Source),OTHER,307,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,24,MD,04,placeholder,Unnamed (name Missing In Source),OTHER,292,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,24,MD,05,placeholder,Unnamed (name Missing In Source),OTHER,368,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,24,MD,06,placeholder,Unnamed (name Missing In Source),OTHER,191,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,24,MD,07,placeholder,Unnamed (name Missing In Source),OTHER,369,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,24,MD,08,placeholder,Unnamed (name Missing In Source),OTHER,285,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,36,NY,19,surname,Woerner,OTHER,0,NA,unmatched,NA
2016,36,NY,24,surname,Anonymous,OTHER,2,NA,unmatched,NA
2016,38,ND,00,placeholder,Unnamed (name Missing In Source),OTHER,574,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,44,RI,01,placeholder,Unnamed (name Missing In Source),OTHER,812,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,44,RI,02,placeholder,Unnamed (name Missing In Source),OTHER,543,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2016,56,WY,00,placeholder,Unnamed (name Missing In Source),OTHER,739,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2018,36,NY,08,placeholder,Unnamed (name Missing In Source),OTHER,0,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2018,36,NY,19,placeholder,Unnamed (name Missing In Source),OTHER,204,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2018,50,VT,00,surname,Gibbs,OTHER,1,NA,unmatched,NA
2018,50,VT,00,surname,Morrisey,OTHER,1,NA,unmatched,NA
2018,50,VT,00,surname,Others,OTHER,5,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
2018,50,VT,00,surname,Unknown,OTHER,1,NA,unmatched,NA
2020,16,ID,01,surname,Pro-Life,OTHER,7,NA,unmatched,NA
2020,16,ID,02,surname,Pro-Life,OTHER,8573,Pro-Life,vote_total,wikipedia votes 8573
2020,36,NY,22,surname,Abstain,OTHER,1,NA,unmatched,NA
2020,36,NY,22,surname,Jesus,OTHER,1,NA,unmatched,NA
2020,36,NY,22,surname,Katco,OTHER,1,NA,unmatched,NA
2020,36,NY,22,surname,Neither,OTHER,2,NA,unmatched,NA
2020,36,NY,22,surname,Stalin,OTHER,1,NA,unmatched,NA
2020,48,TX,01,surname,Gilbert,DEM,83008,Hank Gilbert,surname,wikipedia party Democratic]]
2020,48,TX,01,surname,Gohmert,REP,219716,Louie Gohmert,surname,wikipedia party Republican]]
2020,48,TX,02,surname,Crenshaw,REP,192828,Dan Crenshaw,vote_total,wikipedia votes 192828
2020,48,TX,02,surname,Ladjevardian,DEM,148374,Sima Ladjevardian,vote_total,wikipedia votes 148374
2020,48,TX,02,surname,Scheirman,OTHER,5524,Elliott Scheirman,vote_total,wikipedia votes 5524
2020,48,TX,03,surname,Claytor,OTHER,8621,Christopher Claytor,vote_total,wikipedia votes 8621
2020,48,TX,03,surname,Seikaly,DEM,179458,Lulu Seikaly,vote_total,wikipedia votes 179458
2020,48,TX,03,surname,Taylor,REP,230512,Van Taylor,vote_total,wikipedia votes 230512
2020,48,TX,04,surname,Antonelli,OTHER,6327,Lou Antonelli,surname,wikipedia party Libertarian]]
2020,48,TX,04,surname,Fallon,REP,253693,Pat Fallon,surname,wikipedia party Republican]]
2020,48,TX,04,surname,Foster,DEM,76237,Russell Foster,surname,wikipedia party Democratic]]
2020,48,TX,04,surname,Jones,OTHER,1616,Tracy Jones,surname,wikipedia party Independent]]
2020,48,TX,05,surname,Gooden,REP,173836,Lance Gooden,vote_total,wikipedia votes 173836
2020,48,TX,05,surname,Hale,OTHER,5834,Kevin Hale,vote_total,wikipedia votes 5834
2020,48,TX,05,surname,Salter,DEM,100743,Carolyn Salter,vote_total,wikipedia votes 100743
2020,48,TX,06,surname,Black,OTHER,10955,Melanie Black,vote_total,wikipedia votes 10955
2020,48,TX,06,surname,Daniel,DEM,149530,Stephen Daniel,vote_total,wikipedia votes 149530
2020,48,TX,06,surname,Wright,REP,179507,Ron Wright,vote_total,wikipedia votes 179507
2020,48,TX,07,surname,Fletcher,DEM,159529,Lizzie Fletcher,vote_total,wikipedia votes 159529
2020,48,TX,07,surname,Hunt,REP,149054,Wesley Hunt,vote_total,wikipedia votes 149054
2020,48,TX,07,surname,Kelly,OTHER,5542,Shawn Kelly,vote_total,wikipedia votes 5542
2020,48,TX,08,surname,Brady,REP,277327,Kevin Brady,vote_total,wikipedia votes 277327
2020,48,TX,08,surname,Duncan,OTHER,7735,Chris Duncan,vote_total,wikipedia votes 7735
2020,48,TX,08,surname,Hernandez,DEM,97408,Elizabeth Hernandez,surname,wikipedia party Democratic]]
2020,48,TX,09,surname,Green,DEM,172938,Al Green,vote_total,wikipedia votes 172938
2020,48,TX,09,surname,Sosa,OTHER,6594,Joe Sosa,vote_total,wikipedia votes 6594
2020,48,TX,09,surname,Teague,REP,49575,Johnny Teague,vote_total,wikipedia votes 49575
2020,48,TX,10,surname,Eriksen,OTHER,8992,Roy Eriksen,vote_total,wikipedia votes 8992
2020,48,TX,10,surname,McCaul,REP,217179,Michael McCaul,surname,wikipedia party Republican]]
2020,48,TX,10,surname,Siegel,DEM,187650,Mike Siegel,surname,wikipedia party Democratic]]
2020,48,TX,11,surname,Cody,OTHER,5805,Wacey Alpha Cody,surname,wikipedia party Libertarian]]
2020,48,TX,11,surname,Hogg,DEM,53400,Jon Mark Hogg,surname,wikipedia party Democratic]]
2020,48,TX,11,surname,Pfluger,REP,232661,August Pfluger,surname,wikipedia party Republican]]
2020,48,TX,12,surname,Granger,REP,233853,Kay Granger,vote_total,wikipedia votes 233853
2020,48,TX,12,surname,Holcomb,OTHER,11918,Trey Holcomb,vote_total,wikipedia votes 11918
2020,48,TX,12,surname,Welch,DEM,121250,Lisa Welch,vote_total,wikipedia votes 121250
2020,48,TX,13,surname,Jackson,REP,217121,Ronny Jackson,surname,wikipedia party Republican]]
2020,48,TX,13,surname,Trujillo,DEM,50475,Gus Trujillo,surname,wikipedia party Democratic]]
2020,48,TX,13,surname,Westbrook,OTHER,5907,Jack B. Westbrook,vote_total,wikipedia votes 5907
2020,48,TX,14,surname,Bell,DEM,118574,Adrienne Bell,vote_total,wikipedia votes 118574
2020,48,TX,14,surname,Weber,REP,190541,Randy Weber,vote_total,wikipedia votes 190541
2020,48,TX,15,surname,Gonzalez,DEM,115606,Vicente Gonzalez,surname,wikipedia party Democratic]]
2020,48,TX,15,surname,Leone,OTHER,4295,Ross Lynn Leone,vote_total,wikipedia votes 4295
2020,48,TX,16,surname,Armendariz-Jackson,REP,84006,Irene Armendariz-Jackson,vote_total,wikipedia votes 84006
2020,48,TX,16,surname,Escobar,DEM,154108,Veronica Escobar,vote_total,wikipedia votes 154108
2020,48,TX,17,surname,Brown,OTHER,9918,Ted Brown,vote_total,wikipedia votes 9918
2020,48,TX,17,surname,Kennedy,DEM,125565,Rick Kennedy,vote_total,wikipedia votes 125565
2020,48,TX,17,surname,Sessions,REP,171386,Pete Sessions,surname,wikipedia party Republican]]
2020,48,TX,18,surname,Champion,REP,58033,Wendell Champion,vote_total,wikipedia votes 58033
2020,48,TX,18,surname,Duncan,OTHER,3396,Vince Duncan,vote_total,wikipedia votes 3396
