state,cd,year,total_vote,rep_vote,rep_candidate,dem_vote,dem_candidate,other_vote,plurality_vote,plurality_party,source_volume,confidence
TENNESSEE,9,2012,2012.0,250987.0,"FLINN, GEORGE S. JR.",59742.0,"COHEN, STEVE*",,128680.0,D,31,low
TEXAS,1,2014,148560.0,115084.0,"GOHMERT, LOUIE*                         MCKELLAR, SHIRLEY J.",81608.0,,,,,31,low
TEXAS,1,2012,249658.0,178322.0,"GOHMERT, LOUIE*                         MCKELLAR, SHIRLEY J.",111100.0,,,,,31,low
TEXAS,2,2014,150026.0,101936.0,"POE, TED*                               LETSOS, NIKO",57474.0,,,,,31,low
TEXAS,2,2012,246328.0,159664.0,"POE, TED*                               DOUGHERTY, JIM",79152.0,,,,,31,low
TEXAS,3,2014,138280.0,113404.0,"JOHNSON, SAM*",113404.0,,,,,31,low
TEXAS,3,2012,187180.0,187180.0,"JOHNSON, SAM*",187180.0,,,,,31,low
TEXAS,4,2014,115085.0,115085.0,"RATCLIFFE, JOHN",115085.0,,,,,31,low
TEXAS,4,2012,250343.0,182679.0,"HALL, RALPH M.*",60214.0,"HATHCOX, VALINDA",,,,31,low
TEXAS,5,2014,104262.0,88998.0,"HENSARLING, JEB*",15264.0,,,,,31,low
TEXAS,5,2012,208230.0,134091.0,"HENSARLING, JEB*",69178.0,"MROSKO, LINDA S.",,,,31,low
TEXAS,6,2014,150996.0,92334.0,"BARTON, JOE*",55027.0,"COZAD, DAVID E.",,,,31,low
TEXAS,6,2012,249936.0,145019.0,"BARTON, JOE*",98053.0,"SANDERS, KENNETH",,,,31,low
TEXAS,7,2014,143219.0,90606.0,"CULBERSON, JOHN*",49478.0,"CARGAS, JAMES",,,,31,low
TEXAS,7,2012,234837.0,142793.0,"CULBERSON, JOHN*",85553.0,"CARGAS, JAMES",,,,31,low
TEXAS,8,2014,140013.0,125066.0,"BRADY, KEVIN*",14947.0,,,,,31,low
TEXAS,8,2012,251052.0,194043.0,"BRADY, KEVIN*",51051.0,"BURNS, NEIL",,,,31,low
TEXAS,9,2014,86003.0,78109.0,"GREEN, AL*",7894.0,,,,,31,low
TEXAS,9,2012,183566.0,36139.0,NN,144075.0,"MUELLER, STEVE",,,,31,low
TEXAS,10,2014,176460.0,109726.0,"MCCAUL, MICHAEL T.*",60243.0,"CADIEN, TAWANA W.",,,,31,low
TEXAS,10,2012,264019.0,159783.0,a oo,95710.0,"MCCAUL, MICHAEL T.*",,,,31,low
TEXAS,11,2014,119574.0,107939.0,"CONAWAY, K. MICHAEL*",11635.0,,,,,31,low
TEXAS,11,2012,226023.0,177742.0,"CONAWAY, K. MICHAEL*",41970.0,"RILEY, JIM",,,,31,low
TEXAS,12,2014,158730.0,113186.0,"GRANGER, KAY*",41757.0,"GREENE, MARK",,,,31,low
TEXAS,12,2012,247712.0,175649.0,ayROM,66080.0,"GRANGER, KAY*",,,,31,low
TEXAS,13,2014,131451.0,110842.0,"THORNBERRY, MAC*",16822.0,"MINTER, MIKE G.",,,,31,low
TEXAS,13,2012,206388.0,187775.0,Ww,18613.0,"THORNBERRY, MAC*",,,,31,low
TEXAS,14,2014,145698.0,90116.0,"WEBER, RANDY K.*",52545.0,"BROWN, DONALD G.",,,,31,low
TEXAS,14,2012,245839.0,131460.0,"WEBER, RANDY K.",109697.0,"LAMPSON, NICK",,,,31,low
TEXAS,15,2014,90184.0,39016.0,"ZAMORA, EDDIE",48708.0,"HINOJOSA, RUBEN*",,,,31,low
TEXAS,15,2012,146661.0,54056.0,an,89296.0,"BRUEGGEMANN, DALE A.",,,,31,low
TEXAS,16,2014,73105.0,21324.0,"ROEN, COREY DEAN",49.0,"O'ROURKE, BETO*",,,,31,low
TEXAS,16,2012,155005.0,51043.0,no,101403.0,"CARRASCO, BARBARA",,,,31,low
TEXAS,17,2014,132865.0,85807.0,"FLORES, BILL*",43049.0,"HAYNES, NICK",,,,31,low
TEXAS,17,2012,179262.0,143284.0,NN,35978.0,"FLORES, BILL*",,,,31,low
TEXAS,18,2014,106010.0,26249.0,"SEIBERT, SEAN",76097.0,"JACKSON LEE, SHEILA*",,,,31,low
TEXAS,18,2012,194932.0,44015.0,Co,146223.0,"SEIBERT, SEAN",,,,31,low
TEXAS,19,2014,116818.0,90160.0,"NEUGEBAUER, RANDY*",21458.0,"MARCHBANKS, JAMES NEAL",,,,31,low
TEXAS,19,2012,192063.0,163239.0,"NEUGEBAUER, RANDY*",28824.0,,,,,31,low
TEXAS,20,2014,87964.0,66554.0,"CASTRO, JOAQUIN*",21410.0,,,,,31,low
TEXAS,20,2012,186177.0,62376.0,SoS,119032.0,"ROSA, DAVID",,,,31,low
TEXAS,21,2014,188996.0,135660.0,"SMITH, LAMAR*",53336.0,,,,,31,low
TEXAS,21,2012,308865.0,187015.0,"SMITH, LAMAR*",109326.0,"DUVAL, CANDACE E.",,,,31,low
TEXAS,22,2014,151566.0,100861.0,"OLSON, PETE*",47844.0,"BRISCOE, FRANK",,,,31,low
TEXAS,22,2012,250911.0,160668.0,NOM,80203.0,"OLSON, PETE*",,,,31,low
TEXAS,23,2014,115429.0,57459.0,"HURD, WILL",55037.0,"GALLEGO, PETE P.*",,,,31,low
TEXAS,23,2012,192169.0,87547.0,NOWw,96676.0,"CANSECO, FRANCISCO QUICO*",,,,31,low
TEXAS,24,2014,144073.0,46548.0,"Osa      MARCHANT, KENNY*",3813.0,"MCGEHEARTY, PATRICK",,,,31,low
TEXAS,24,2012,243489.0,148586.0,RoaR,87645.0,"MARCHANT, KENNY*",,,,31,low
TEXAS,25,2014,177883.0,107120.0,"WILLIAMS, ROGER*",64463.0,"MONTOYA, MARCO",,,,31,low
TEXAS,25,2012,263932.0,154245.0,Aan,98827.0,"WILLIAMS, ROGER",,,,31,low
TEXAS,26,2014,141470.0,116944.0,"BURGESS, MICHAEL C.*",24526.0,,,,,31,low
TEXAS,26,2012,258723.0,176642.0,loon,74237.0,"BURGESS, MICHAEL C.*",,,,31,low
TEXAS,27,2014,131047.0,83342.0,"FARENTHOLD, BLAKE*",44152.0,"REED, WESLEY C.",,,,31,low
TEXAS,27,2012,212651.0,120684.0,le,83395.0,"FARENTHOLD, BLAKE*",,,,31,low
TEXAS,28,2014,76136.0,62508.0,"CUELLAR, HENRY*",13628.0,,,,,31,low
TEXAS,28,2012,165645.0,49309.0,co,112456.0,"HAYWARD, WILLIAM R.",,,,31,low
TEXAS,29,2014,46143.0,41321.0,"GREEN, GENE*",4822.0,,,,,31,low
TEXAS,29,2012,95611.0,86053.0,"GREEN, GENE*",9558.0,,,,,31,low
TEXAS,30,2014,30.0,2014.0,"JOHNSON, EDDIE BERNICE*",105793.0,,,93041.0,D,31,low
TEXAS,30,2012,30.0,2012.0,"WASHINGTON, TRAVIS",217014.0,"JOHNSON, EDDIE BERNICE*",,129837.0,D,31,low
TEXAS,31,2014,31.0,2014.0,"CARTER, JOHN R.*",143028.0,"MINOR, LOUIE",,45892.0,R,31,low
TEXAS,31,2012,31.0,2012.0,"CARTER, JOHN R.*",237187.0,"WYMAN, STEPHEN M.",,62371.0,R,31,low
TEXAS,32,2014,32.0,2014.0,"SESSIONS, PETE*",156096.0,"PEREZ, FRANK",,41170.0,R,31,low
TEXAS,32,2012,32.0,2012.0,"SESSIONS, PETE*",251636.0,"MCGOVERN, KATHERINE SAVERS",,47365.0,R,31,low
TEXAS,33,2014,33.0,2014.0,"EASEY, MARC A.*",50592.0,,,43769.0,D,31,low
TEXAS,33,2012,33.0,2012.0,"BRADLEY, CHUCK",117375.0,"VEASEY, MARC A.",,54862.0,D,31,low
TEXAS,34,2014,34.0,2014.0,"SMITH, LARRY S.",79877.0,"VELA, FILEMON*",,16692.0,D,31,low
TEXAS,34,2012,34.0,2012.0,"BRADSHAW, JESSICA PUENTE",144778.0,"VELA, FILEMON",,37158.0,D,31,low
TEXAS,35,2014,35.0,2014.0,"NARVAIZ, SUSAN",96225.0,"DOGGETT, LLOYD*",,28084.0,D,31,low
TEXAS,35,2012,35.0,2012.0,"NARVAIZ, SUSAN",165179.0,"DOGGETT, LLOYD*",,52732.0,D,31,low
TEXAS,36,2014,36.0,2014.0,"BABIN, BRIAN",133842.0,"COLE, MICHAELK.",,72120.0,R,31,low
TEXAS,36,2012,36.0,2012.0,"STOCKMAN, STEVE",233832.0,"MARTIN, MAX",,103262.0,R,31,low
UTAH,1,2014,2014.0,130034.0,"BISHOP, ROB*",84231.0,"MCALEER, DONNA M.",,47809.0,R,31,low
UTAH,1,2012,2012.0,245528.0,"BISHOP, ROB*",175487.0,"MCALEER, DONNA M.",,114876.0,R,31,low
UTAH,2,2014,2014.0,146188.0,"STEWART, CHRIS*",88915.0,"ROBLES, LUZ",,41330.0,R,31,low
UTAH,2,2012,2012.0,248545.0,"STEWART, CHRIS",154523.0,"SEEGMILLER, JAY",,71347.0,R,31,low
UTAH,3,2014,2014.0,142580.0,"CHAFFETZ, ASON*",102952.0,"WONNACOTT, BRIAN",,70893.0,R,31,low
UTAH,3,2012,2012.0,259547.0,"CHAFFETZ, ASON*",198828.0,"SIMONSEN, SOREN D.",,138109.0,R,31,low
UTAH,4,2014,2014.0,147168.0,"LOVE, MIAB.",74936.0,"OWENS, DOUG",,7511.0,R,31,low
UTAH,4,2012,2012.0,245277.0,"LOVE, MIAB.",119035.0,"MATHESON, JIM*",,,,31,low
VIRGINIA,1,2014,209621.0,131861.0,"WITTMAN, ROBERTJ.*",72059.0,"MOSHER, NORMAN",,59802.0,R,31,low
VIRGINIA,1,2012,356806.0,200845.0,"WITTMAN, ROBERT J.*",147036.0,"COOK, ADAM M.",,53809.0,R,31,low
VIRGINIA,2,2014,173060.0,101558.0,"RIGELL, E. SCOTT*",71178.0,"PATRICK, SUZANNE",,30380.0,R,31,low
VIRGINIA,2,2012,309222.0,166231.0,"RIGELL, E. SCOTT*",142548.0,"HIRSCHBIEL, PAUL O. JR.",,23683.0,R,31,low
VIRGINIA,3,2014,147402.0,139197.0,"SCOTT, ROBERT C. BOBBY*",8205.0,,,139197.0,D,31,low
VIRGINIA,3,2012,318936.0,58931.0,"LONGO, DEANJ.",259199.0,"SCOTT, ROBERT C. BOBBY*",,200268.0,D,31,low
VIRGINIA,4,2014,200638.0,120684.0,"FORBES,.RANDY*",75270.0,"FAUSZ, ELLIOTT",,45414.0,R,31,low
VIRGINIA,4,2012,350046.0,199292.0,"FORBES, . RANDY*",150190.0,"WARD, ELLA P.",,49102.0,R,31,low
VIRGINIA,5,2014,204945.0,124735.0,"HURT, ROBERT*",73482.0,"GAUGHAN, WALTER LAWRENCE",,51253.0,R,31,low
VIRGINIA,5,2012,348111.0,193009.0,"HURT, ROBERT*",149214.0,"DOUGLASS, JOHN WADE",,43795.0,R,31,low
VIRGINIA,6,2014,179708.0,133898.0,"GOODLATTE, BOB*",45810.0,,,133898.0,R,31,low
VIRGINIA,6,2012,323893.0,211278.0,"GOODLATTE, BOB*",111949.0,"SCHMOOKLER, ANDY",,99329.0,R,31,low
VIRGINIA,7,2014,243351.0,148026.0,"BRAT, DAVE",89914.0,"TRAMMELL, JOHN K. JACK",,58112.0,R,31,low
VIRGINIA,7,2012,381909.0,222983.0,"CANTOR, ERIC .*",158012.0,"POWELL, E. WAYNE",,64971.0,R,31,low
VIRGINIA,8,2014,203076.0,63810.0,"EDMOND, MICAH",128102.0,"BEYER, DONALD S.JR.",,64292.0,D,31,low
VIRGINIA,8,2012,351187.0,107370.0,"MURRAY, J. PATRICK",226847.0,"MORAN, JAMES P. JR.*",,119477.0,D,31,low
VIRGINIA,9,2014,162815.0,117465.0,"GRIFFITH, H. MORGAN*",45350.0,,,117465.0,R,31,low
VIRGINIA,9,2012,301658.0,184882.0,Ww,116400.0,"GRIFFITH, H. MORGAN*",,,,31,low
VIRGINIA,10,2014,10.0,222910.0,"COMSTOCK, BARBARA",125914.0,"FOUST, JOHN",,35957.0,R,31,low
VIRGINIA,10,2012,10.0,366444.0,"WOLF, FRANK R.*",214038.0,"CABRAL, KRISTIN A.",,72014.0,R,31,low
VIRGINIA,11,2014,11.0,187787.0,"SCHOLTE, SUZANNE",75796.0,"CONNOLLY, GERALD E. GERRY*",,30984.0,D,31,low
VIRGINIA,11,2012,332243.0,117902.0,"PERKINS, CHRIS S.",202606.0,"CONNOLLY, GERALD E. GERRY*",,84704.0,D,31,low
WASHINGTON,1,2014,2014.0,225579.0,"CELIS, PEDRO",101428.0,"DELBENE, SUZAN K.*",,22723.0,D,31,low
WASHINGTON,1,2012,2012.0,328212.0,"KOSTER, JOHN",151187.0,"DELBENE, SUZAN K.*",,25838.0,D,31,low
WASHINGTON,2,2014,2014.0,201691.0,"GUILLOT, B. J.",79518.0,"LARSEN, RICK*",,42655.0,D,31,low
WASHINGTON,2,2012,22.0,2012.0,"MATTHEWS, DAN",302291.0,"LARSEN, RICK*",,67361.0,D,31,low
WASHINGTON,3,2014,2014.0,202814.0,"BEUTLER, JAIME HERRERA*",124796.0,"DINGETHAL, BOB",,46778.0,R,31,low
WASHINGTON,3,2012,32012.0,293884.0,"BEUTLER, JAIME HERRERA*",177446.0,"HAUGEN, JON T.",,61008.0,R,31,low
WASHINGTON,4,2014,2014.0,153079.0,"NEWHOUSE, DAN",77772.0,,,77772.0,R,31,low
WASHINGTON,4,2012,2012.0,233689.0,"HASTINGS, DOC*",154749.0,"BAECHLER, MARY",,75809.0,R,31,low
WASHINGTON,5,2014,2014.0,223242.0,"RODGERS, CATHY MCMORRIS*",135470.0,"PAKOOTAS, JOSEPH",,47698.0,R,31,low
WASHINGTON,5,2012,2012.0,308578.0,"RODGERS, CATHY MCMORRIS*",191066.0,"COWAN, RICH",,73554.0,R,31,low
WASHINGTON,6,2014,2014.0,224290.0,"MCCLENDON, MARTIN MARTY",83025.0,"KILMER, DEREK*",,58240.0,D,31,low
WASHINGTON,6,2012,2012.0,316386.0,"DRISCOLL, BILL",129725.0,"KILMER, DEREK",,56936.0,D,31,low
WASHINGTON,7,2014,2014.0,251875.0,"KELLER, CRAIG",47921.0,"MCDERMOTT, IM*",,156033.0,D,31,low
WASHINGTON,7,2012,2012.0,374580.0,"BEMIS, RON",76212.0,"MCDERMOTT, IM*",,222156.0,D,31,low
WASHINGTON,8,2014,2014.0,198744.0,"REICHERT, DAVID Gr.*",125741.0,"RITCHIE, JASON",,52738.0,R,31,low
WASHINGTON,8,2012,2012.0,302090.0,"REICHERT, DAVID Gr.*",180204.0,"PORTERFIELD, KAREN",,58318.0,R,31,low
WASHINGTON,9,2014,2014.0,166794.0,"BASLER, DOUG",48662.0,"SMITH, ADAM*",,69470.0,D,31,low
WASHINGTON,9,2012,2012.0,268139.0,"POSTMA, JAMES",76105.0,"SMITH, ADAM*",,115929.0,D,31,low
WASHINGTON,10,2014,10.0,2014.0,". MCDONALD, JOYCE",181492.0,"HECK, DENNY*",,17066.0,D,31,low
WASHINGTON,10,2012,10.0,2012.0,"MURI, RICHARD",278417.0,"HECK, DENNY",,47655.0,D,31,low
WEST VIRGINIA,1,2014,2014.0,144600.0,"MCKINLEY, DAVID B.*",92491.0,"GAINER, GLEN B. III",,40382.0,R,31,low
WEST VIRGINIA,1,2012,2012.0,214151.0,"MCKINLEY, DAVID B.*",133809.0,"THORN, SUE",,53467.0,R,31,low
WEST VIRGINIA,2,2014,2014.0,154238.0,"MOONEY, ALEXANDER X.",72619.0,"CASEY, NICK",,4932.0,R,31,low
WEST VIRGINIA,2,2012,2012.0,226766.0,"CAPITO, SHELLEY MOORE*",158206.0,"SWINT, HOWARD",,89646.0,R,31,low
WEST VIRGINIA,3,2014,2014.0,140401.0,"JENKINS, EVAN H.",77713.0,"RAHALL, NICK. II*",,15025.0,R,31,low
WEST VIRGINIA,3,2012,2012.0,200437.0,"SNUFFER, RICK",92238.0,"RAHALL, NICK J. II*",,15961.0,D,31,low
WISCONSIN,1,2014,2014.0,288170.0,"RYAN, PAUL*",182316.0,"ZERBAN, ROB",,76764.0,R,31,low
WISCONSIN,1,2012,2012.0,365058.0,"RYAN, PAUL*",200423.0,"ZEBRAN, ROB",,42009.0,R,31,low
WISCONSIN,2,2014,2014.0,328847.0,"THERON, PETER",103619.0,"POCAN, MARK*",,121301.0,D,31,low
WISCONSIN,2,2012,2012.0,390898.0,"LEE, CHAD",124683.0,"POCAN, MARK",,140739.0,D,31,low
WISCONSIN,3,2014,2014.0,275161.0,"KURTZ, TONY",119540.0,"KIND, RON*",,35828.0,D,31,low
WISCONSIN,3,2012,2012.0,339764.0,"BOLAND, RAY",121713.0,"KIND, RON*",,95999.0,D,31,low
WISCONSIN,4,2014,2012.0,325788.0,"SEBRING, DAN",80787.0,"MOORE, GWEN",,154470.0,D,31,low
WISCONSIN,4,2012,2014.0,332826.0,"SENSENBRENNER, F. JAMES R.*",231160.0,"ROCKWOOD, CHRIS B.",,129970.0,R,31,low
WISCONSIN,5,2014,2012.0,369664.0,"SENSENBRENNER, F. JAMES JR.*",250335.0,"HEASTER, DAVE",,131857.0,R,31,low
WISCONSIN,5,2012,2014.0,299033.0,"GROTHMAN, GLENN",169767.0,"HARRIS, MARK L.",,47555.0,R,31,low
WISCONSIN,6,2014,2012.0,359745.0,"PETRI, THOMAS E.*",223460.0,"KALLAS, JOSEPH C.",,87539.0,R,31,low
WISCONSIN,6,2012,2014.0,286603.0,"DUFFY, SEAN P.*",169891.0,"WESTLUND, KELLY",,56942.0,R,31,low
WISCONSIN,7,2014,2012.0,359669.0,"DUFFY, SEAN P.*",201720.0,"KREITLOW, PAT",,44196.0,R,31,low
WISCONSIN,7,2012,101345.0,150.0,"GRUETT, RON",87208.0,,,87208.0,R,31,low
WISCONSIN,8,2014,2012.0,355464.0,"RIBBLE, REID.*",198874.0,"WALL, JAMIE",,42587.0,R,31,low
